,2017
200307,0.0
200308,0.0
200401,0.0
200402,0.0
200403,0.0
200404,0.0
200405,0.0
200406,0.0
200407,0.0
200408,0.0
200409,0.0
200410,0.0
200411,0.0
200412,0.0
200413,0.0
200414,0.0
200415,0.0
200416,0.0
200417,0.0
200501,0.0
200502,0.0
200503,0.0
200504,0.0
200505,0.0
200506,0.0
200507,0.0
200601,0.0
200602,0.0
200603,0.0
200701,0.0
200702,0.0
200703,0.0
200801,0.0
200802,0.0
200803,0.0
200804,0.0
200805,0.0
200806,0.0
200807,0.0
200808,0.0
200809,0.0
200810,0.0
200901,0.0
200902,0.0
201001,0.0
201002,0.0
201003,0.0
201004,0.0
201005,0.0
201006,0.0
201007,0.0
201008,0.0
201101,0.0
201102,0.0
201103,0.0
201104,0.0
201105,0.0
201106,0.0
201107,0.0
201108,0.0
201201,0.0
201202,0.0
201203,0.0
201204,0.0
201205,0.0
201206,0.0
201207,0.0
201208,0.0
201209,0.0
201210,0.0
201211,0.0
201212,0.0
201213,0.0
201214,0.0
201215,0.0
201216,0.0
201217,0.0
201218,0.0
201219,0.0
201301,0.0
201302,0.0
201303,0.0
201304,0.0
201305,0.0
201306,0.0
201307,0.0
201401,0.0
201402,0.0
201403,0.0
201404,0.0
201405,0.0
201406,0.0
201407,0.0
201501,0.0
201502,0.0
201503,0.0
201504,0.0
201505,0.0
201506,0.0
201507,0.0
201508,0.0
201601,0.0
201602,0.0
201603,0.0
201604,0.0
201701,0.0
201702,0.0
201703,0.0
201704,0.0
201705,0.0
201801,0.0
201802,0.0
201803,0.0
201804,0.0
201805,0.0
201806,0.0
201807,0.0
201808,0.0
201809,0.0
201810,0.0
201811,0.0
201812,0.0
201813,0.0
201814,0.0
201901,0.0
201902,0.0
201903,0.0
201904,0.0
201905,0.0
201906,0.0
201907,0.0
201908,0.0
201909,0.0
201910,0.0
202001,0.0
202002,0.0
202003,0.0
202004,0.0
202005,0.0
202006,0.0
202007,0.0
202008,0.0
202009,0.0
202010,0.0
202101,0.0
202102,0.0
202103,0.0
202104,0.0
202105,0.0
202106,0.0
202107,0.0
202108,0.0
202109,0.0
202201,0.0
202202,0.0
202203,0.0
202204,0.0
202205,0.0
202206,0.0
202207,0.0
202208,0.0
210101,0.0
210102,0.0
210103,0.0
210104,0.0
210105,0.0
210106,0.0
210107,0.0
210108,0.0
210109,0.0
220101,0.0
220102,0.0
220103,0.0
220104,0.0
220105,0.0
220106,0.0
230101,0.0
230102,0.0
230103,0.0
230201,0.0
230202,0.0
230203,0.0
230204,0.0
230205,0.0
230206,0.0
240101,0.0
240102,0.0
240103,0.0
240104,0.0
240105,0.0
240106,0.0
240107,0.0
240108,0.0
240109,0.0
240110,0.0
240111,0.0
240201,0.0
240202,0.0
240203,0.0
240204,0.0
240205,0.0
240206,0.0
240207,0.0
240208,0.0
240301,0.0
240302,0.0
240303,0.0
240304,0.0
240305,0.0
240306,0.0
250101,0.0
250102,0.0
250103,0.0
250104,0.0
250105,0.0
250106,0.0
250107,0.0
250108,0.0
250109,0.0
250201,0.0
250202,0.0
250203,0.0
250204,0.0
250205,0.0
250301,0.0
250302,0.0
250303,0.0
250304,0.0
250305,0.0
250401,0.0
250402,0.0
250403,0.0
250404,0.0
250405,0.0
250406,0.0
250407,0.0
250408,0.0
250409,0.0
300101,0.0
300102,0.0
300103,0.0
300104,0.0
300105,0.0
300106,0.0
300107,0.0
300108,0.0
300201,0.0
300301,0.0
300302,0.0
300303,0.0
300401,0.0
300402,0.0
300403,0.0
300404,0.0
300405,0.0
300406,0.0
300501,0.0
300502,0.0
300503,0.0
300601,0.0
300701,0.0
300702,0.0
300703,0.0
300704,0.0
300705,0.0
300706,0.0
300801,0.0
300802,0.0
300803,0.0
300804,0.0
300805,0.0
300901,0.0
300902,0.0
300903,0.0
300904,0.0
300905,0.0
300906,0.0
301001,0.0
301002,0.0
301101,0.0
301102,0.0
301103,0.0
301104,0.0
301105,0.0
301106,0.0
301107,0.0
301108,0.0
301109,0.0
301110,0.0
301111,0.0
301112,0.0
301113,0.0
301114,0.0
301115,0.0
301201,0.0
301202,0.0
301203,0.0
301204,0.0
301205,0.0
301206,0.0
301207,0.0
301208,0.0
301209,0.0
301210,0.0
301211,0.0
301212,0.0
301213,0.0
301214,0.0
301301,0.0
301302,0.0
301303,5938.034
301304,0.0
301305,0.0
301401,0.0
301402,0.0
301403,0.0
310101,0.0
310102,0.0
310103,0.0
310104,0.0
310105,0.0
310106,0.0
310107,0.0
310108,0.0
310109,64.2811348
310110,43.050865200000004
310111,0.0
310112,0.0
310113,0.0
310114,0.0
310115,0.0
310116,0.0
320101,0.0
320102,0.0
320103,0.0
320201,0.0
320202,0.0
320203,0.0
320204,6102.892
320205,0.0
320206,0.0
320301,0.0
320302,0.0
320303,0.0
320304,0.0
320305,0.0
320306,0.0
320307,0.0
320308,0.0
320309,0.0
320310,0.0
330101,0.0
330102,0.0
330103,0.0
330104,0.0
330105,0.0
330106,0.0
330107,0.0
330108,0.0
330109,0.0
330110,0.0
330111,0.0
330112,0.0
330113,0.0
330201,0.0
330202,0.0
330203,0.0
330204,0.0
330205,0.0
330206,0.0
330207,0.0
330208,0.0
330301,0.0
330302,0.0
330303,0.0
400101,0.0
400102,0.0
400103,0.0
400104,0.0
400105,0.0
400106,0.0
400107,0.0
400108,0.0
400109,0.0
400201,0.0
400202,0.0
400203,0.0
400301,0.0
400302,0.0
400303,0.0
400401,0.0
400402,0.0
400403,0.0
400404,0.0
400501,0.0
400502,0.0
400503,0.0
400504,0.0
400601,0.0
400602,0.0
400603,0.0
400701,0.0
400702,0.0
400703,945.693
400704,0.0
400705,0.0
400706,0.0
400707,0.0
400801,0.0
400802,0.0
400901,0.0
400902,0.0
400903,0.0
400904,0.0
400905,0.0
400906,0.0
400907,0.0
400908,0.0
400909,0.0
400910,0.0
400911,0.0
410101,0.0
410102,0.0
410103,0.0
410104,0.0
410105,0.0
410106,0.0
410107,0.0
410108,0.0
410201,0.0
410301,0.0
410401,0.0
410402,0.0
410403,0.0
410404,0.0
410405,0.0
410406,0.0
410407,0.0
410408,0.0
410409,0.0
410410,0.0
410501,0.0
410502,0.0
410503,0.0
410504,0.0
410505,0.0
410506,0.0
410601,0.0
500101,0.0
500102,0.0
500103,0.0
500104,0.0
500105,0.0
500106,0.0
500107,0.0
500108,0.0
500201,0.0
500202,0.0
500203,0.0
500204,0.0
500301,0.0
500302,0.0
500303,0.0
500304,0.0
500305,0.0
500306,0.0
500307,0.0
500401,0.0
500402,0.0
500403,0.0
500404,0.0
500405,0.0
500501,0.0
500502,0.0
500601,0.0
500602,0.0
500603,0.0
500604,0.0
500701,0.0
500702,0.0
500801,0.0
500802,0.0
510101,0.0
510102,0.0
510103,0.0
510104,0.0
520101,1070.1367639
520102,0.0
520103,532.1042361
520104,25.152
520201,0.0
520202,0.0
520203,0.0
520204,0.0
520205,0.0
520206,0.0
530101,0.0
530102,0.0
530103,0.0
530104,0.0
530201,0.0
530202,0.0
530203,0.0
530204,0.0
530205,0.0
530206,0.0
530207,0.0
530208,0.0
530209,0.0
530301,0.0
600101,0.0
600102,0.0
600103,0.0
600201,0.0
600202,0.0
600203,0.0
600204,0.0
600301,0.0
600302,0.0
600303,0.0
600304,0.0
600401,0.0
600402,0.0
600403,0.0
600404,0.0
600405,0.0
